cino,offence_type,offfence_category
ASBK010006262019,PSA,I
ASBK010006272019,SA,I
ASBK010006322019,PSA,I
ASBK010006332018,PSA,I
ASBK010006332019,ASA,I
ASBK010006352018,PSA,I
ASBK010006352019,PSA,I
ASBK010006362018,PSA,I
ASBK010006362019,PSA,I
ASBK010006372019,PSA,I
ASBK010006512019,PSA,I
ASBK010006872018,SA,I
ASBK010006882018,PSA,I
ASBN010000232020,SH,I
ASBN010000262020,SA,I
ASBN010000432020,PSA,I
ASBN010000722020,PSA,I
ASBN010000732020,PSA,I
ASBN010000782020,PSA,I
ASBN010000882020,APSA,I
ASBN010001102020,SH,I
ASBN010003262019,APSA,I
ASBN010003452019,PSA,I
ASBN010003612019,APSA,I
ASBN010003912019,PSA,I
ASBN010004592019,SH,I
ASBN060000012017,PSA,I
ASBN060000022017,PSA,I
ASBN060000082020,PSA,I
ASBN060000092020,PSA,I
ASBN060000102020,PSA,I
ASBN060000142020,PSA,I
ASBN060000152020,PSA,I
ASBN060000192019,PSA,I
ASBN060000232014,SA,I
ASBN060000272016,SA,I
ASBN060000302020,SA,I
ASBN060000312020,PSA,I
ASBN060000432019,SA,I
ASBN060000452015,PSA,I
ASBN060000452019,SA,I
ASBN060000462019,PSA,I
ASBN060000512017,PSA,I
ASBN060000522016,PSA,I
ASBN060000532019,APSA,I
ASBN060000542019,PSA,I
ASBN060000552019,SA,I
ASBN060000582015,PSA,I
ASBN060000622019,APSA,I
ASBN060000662019,PSA,I
ASBN060000682019,SA,I
ASBN060000692017,PSA,I
ASBN060000732019,PSA,I
ASBN060000952019,PSA,I
ASBN060000962019,PSA,I
ASBN060000972019,SH,I
ASBN060000982019,PSA,I
ASBR010000862019,PSA,I
ASBN060001102019,SA,I
ASBN060001112019,SH,I
ASBN060001192019,PSA,I
ASBN060001232019,SH,I
ASBN060001262019,PSA,I
ASBN060001572019,PSA,I
ASBN060001582019,PSA,I
ASBN060001642019,PSA,I
ASBN060001682019,PSA,I
ASBR010000012020,PSA,I
ASBR010000022020,PSA,I
ASBR010000112020,PSA,I
ASBR010000372020,APSA,I
ASBR010000382019,PSA,I
ASBR010000392019,PSA,I
ASBR010000402019,PSA,I
ASBR010001082020,PSA,I
ASBR010000412019,PSA,I
ASBR010000422019,Abetment of CP,II
ASBR010000422020,SA,I
ASBR010000432019,PSA,I
ASBR010000432020,PSA,I
ASBR010000442019,PSA,I
ASBR010000582020,SA,I
ASBR010000672019,PSA,I
ASBR010000682019,Attempt to SA,II
ASBR010000692019,PSA,I
ASBR010000762019,SH,I
ASBR010000772019,PSA,I
ASBR010000782019,SA,I
ASBR010000822020,PSA,I
ASBR010000852019,PSA,I
ASBR010001092020,PSA,I
ASBR010001262018,PSA,I
ASBR010001272018,PSA,I
ASBR010001282018,SA,I
ASBR010001282020,APSA,I
ASBR010001322018,SH,I
ASBR010001592017,PSA,I
ASBR010001632020,PSA,I
ASBR010001932019,PSA,I
ASBR010001942019,PSA,I
ASBR010001952019,APSA,I
ASBR010001962019,Not Available,Offence not known
ASBR010001972019,APSA,I
ASBR010001972020,PSA,I
ASBR010001982019,PSA,I
ASBR010001992019,PSA,I
ASBR010002002019,SH,I
ASBR010002012020,SA,I
ASBR010002092018,PSA,I
ASBR010002132019,PSA,I
ASBR010002142019,PSA,I
ASBR010002142020,PSA,I
ASBR010002152020,PSA,I
ASBR010002172019,SA,I
ASBR010002202020,SH,I
ASBR010002282019,Abetment of CP,II
ASBR010002292019,PSA,I
ASBR010002292020,PSA,I
ASBR010002302020,PSA,I
ASBR010002452010,PSA,I
ASBR010002482019,PSA,I
ASBR010002482020,PSA,I
ASBR010002872020,PSA,I
ASBR010002882020,Not Available,Offence not known
ASBR010003032019,PSA,I
ASBR010003042019,PSA,I
ASBR010003052019,PSA,I
ASBR010003062019,PSA,I
ASBR010003082020,SA,I
ASBR010003092020,PSA,I
ASBR010003102020,PSA,I
ASBR010003232020,PSA,I
ASBR010003332020,SA,I
ASBR010003382018,Not Available,Offence not known
ASBR010005452019,PSA,I
ASBR010003392018,PSA,I
ASBR010003412020,PSA,I
ASBR010003422019,PSA,I
ASBR010003422020,PSA,I
ASBR010003432019,PSA,I
ASBR010003442019,APSA,I
ASBR010003552020,PSA,I
ASBR010003732020,APSA,I
ASBR010003792020,PSA,I
ASBR010003802020,PSA,I
ASBR010003812020,PSA,I
ASBR010003822020,PSA,I
ASBR010003892020,PSA,I
ASBR010003952020,APSA,I
ASBR010003992018,PSA,I
ASBR010004082019,PSA,I
ASBR010004092019,PSA,I
ASBR010004102019,APSA,I
ASBR010004112019,PSA,I
ASBR010004122019,PSA,I
ASBR010004132019,PSA + Storage of CP,I
ASBR010004142018,SH,I
ASBR010004152018,APSA,I
ASBR010004222019,PSA,I
ASBR010004352019,PSA,I
ASBR010004442019,SH,I
ASBR010004452019,PSA,I
ASBR010004462019,APSA,I
ASBR010004472019,PSA,I
ASBR010004482019,PSA,I
ASBR010008262019,PSA,I
ASBR010004642019,PSA,I
ASBR010004652019,PSA,I
ASBR010004752018,PSA,I
ASBR010004762018,PSA,I
ASBR010004772018,PSA,I
ASBR010004832019,SH,I
ASBR010004842019,PSA,I
ASBR010004852019,PSA,I
ASBR010005222019,PSA,I
ASBR010005232019,PSA,I
ASBR010005242019,PSA,I
ASBR010005252019,PSA,I
ASBR010005432019,PSA,I
ASBR010005442019,PSA,I
ASBR010005462019,PSA,I
ASBR010005692016,PSA,I
ASBR010005702016,PSA,I
ASBR010005712016,PSA,I
ASBR010005722016,SA,I
ASBR010005732016,PSA,I
ASBR010005742016,Abetment of CP,II
ASBR010005752016,PSA,I
ASBR010005812019,SA,I
ASBR010005822019,PSA,I
ASBR010005832019,PSA,I
ASBR010006042019,PSA,I
ASBR010006132019,ASA,I
ASBR010006472015,SA,I
ASBR010007052018,PSA,I
ASBR010007062018,PSA,I
ASBR010007072018,PSA,I
ASBR010007442018,PSA,I
ASBR010007492019,PSA,I
ASBR010007502016,PSA,I
ASBR010007502019,PSA,I
ASBR010007512019,Attempt to SA,II
ASBR010007522016,PSA,I
ASBR010007812019,PSA,I
ASBR010008112019,PSA,I
ASBR010008252019,SA,I
ASBR010008452017,PSA,I
ASBR010008462017,PSA,I
ASBR010008472017,APSA,I
ASBR010008482017,PSA,I
ASBR010008492017,PSA,I
ASBR010008502017,Abetment of CP,II
ASBR010008512017,PSA,I
ASBR010008522017,PSA,I
ASBR010008532017,PSA,I
ASBR010008542017,PSA,I
ASBR010008552017,PSA,I
ASBR010008562017,SA,I
ASCH040000332020,PSA,I
ASBR010008572017,SH,I
ASBR010008582017,PSA,I
ASBR010008592017,PSA,I
ASBR010008602017,PSA,I
ASBR010008612017,SA,I
ASBR010008622017,PSA,I
ASBR010008632017,PSA,I
ASBR010008642017,PSA,I
ASBR010008652017,PSA,I
ASBR010008662017,PSA,I
ASBR010008662019,PSA,I
ASBR010008672017,PSA,I
ASBR010008672018,PSA,I
ASBR010008672019,PSA,I
ASBR010008682017,PSA,I
ASBR010008702017,PSA,I
ASBR010008712017,PSA,I
ASBR010008722017,PSA,I
ASBR010008732017,SA,I
ASBR010008742017,PSA,I
ASBR010008752017,SA,I
ASBR010008772017,PSA,I
ASBR010008782017,PSA,I
ASBR010008802017,PSA,I
ASBR010008802018,APSA,I
ASBR010008812017,PSA,I
ASBR010008812019,SA,I
ASBR010008822017,PSA,I
ASBR010008832017,PSA,I
ASBR010008872017,PSA,I
ASBR010008912017,PSA + CP,I
ASBR010009052019,PSA,I
ASBR010009062019,SA,I
ASBR010009072019,Not Available,Offence not known
ASBR010009182017,Attempt to SA,II
ASBR010009432019,PSA,I
ASBR010009442019,PSA,I
ASBR010009492018,Attempt to PSA,II
ASBR010009602019,APSA,I
ASBR010010552019,PSA,I
ASBR010009782017,PSA,I
ASBR010009792017,PSA,I
ASBR010009862019,PSA,I
ASBR010009872019,APSA,I
ASBR010009882019,SH,I
ASBR010009932018,SA,I
ASBR010009942018,PSA,I
ASBR010009952018,SH,I
ASBR010009972018,Not Available,Offence not known
ASBR010010152019,PSA,I
ASBR010010162019,PSA,I
ASBR010010502017,PSA,I
ASBR010010532019,PSA,I
ASBR010010542019,PSA,I
ASBR010010672018,SH,I
ASBR010010692019,APSA,I
ASBR010010842018,SH,I
ASBR010010852019,PSA,I
ASBR010010862019,PSA,I
ASBR010010872019,PSA,I
ASBR010010882019,APSA,I
ASBR010010912019,PSA,I
ASBR010010922019,PSA,I
ASBR010010942019,PSA,I
ASBR010011192019,PSA,I
ASBR010011202019,SA,I
ASBR010011212019,PSA,I
ASBR010011442019,SA,I
ASBR010012352019,PSA,I
ASBR010011522019,PSA,I
ASBR010011532019,PSA,I
ASBR010011732018,SA,I
ASBR010011742018,Not Available,Offence not known
ASBR010011752018,Attempt to PSA,II
ASBR010011812017,SA,I
ASBR010012082019,APSA,I
ASBR010012092019,PSA,I
ASBR010012102019,PSA,I
ASBR010012112019,SA,I
ASBR010012252019,SA,I
ASBR010012262019,PSA,I
ASBR010012342019,SH,I
ASDR010000352019,APSA,I
ASBR010012462019,PSA,I
ASBR010012582019,PSA,I
ASBR010012612019,PSA,I
ASBR010012672019,PSA,I
ASBR010012712018,APSA,I
ASBR010012742019,PSA,I
ASBR010012922019,SA,I
ASBR010012932018,PSA,I
ASBR010013122018,APSA,I
ASBR010013132018,APSA,I
ASBR010013152019,PSA,I
ASBR010013172019,PSA,I
ASBR010013182019,PSA,I
ASBR010013192018,PSA,I
ASBR010013202018,PSA,I
ASBR010013402018,PSA,I
ASBR010013222018,PSA,I
ASBR010013232018,PSA,I
ASBR010013242018,PSA,I
ASBR010013252018,SH,I
ASBR010013262018,PSA,I
ASBR010013272018,PSA,I
ASBR010013282018,PSA,I
ASBR010013332018,SA,I
ASBR010013342018,PSA,I
ASBR010013352018,PSA,I
ASBR010013362018,Not Available,Offence not known
ASBR010013372018,PSA,I
ASBR010013382018,PSA,I
ASBR010013392018,PSA,I
ASBR010013412018,PSA,I
ASBR010013422018,PSA,I
ASBR010013432018,PSA,I
ASBR010013432019,PSA,I
ASBR010013442018,PSA,I
ASBR010013442019,SA,I
ASBR010013452019,PSA,I
ASBR010013552018,PSA,I
ASBR010013562018,PSA,I
ASBR010013572018,PSA,I
ASBR010013582018,PSA,I
ASBR010013592018,PSA,I
ASBR010013602018,PSA,I
ASBR010013602019,PSA,I
ASBR010013612018,APSA,I
ASBR010013622018,PSA,I
ASBR010013632018,PSA,I
ASBR010013642018,PSA,I
ASBR010013652018,PSA,I
ASBR010013662018,SA,I
ASBR010013672018,PSA,I
ASBR010013682018,Attempt to SA,II
ASBR010013732019,PSA,I
ASBR010013742019,PSA,I
ASBR010013852018,APSA,I
ASBR010013862018,APSA,I
ASBR010013872018,PSA,I
ASBR010013882019,PSA,I
ASBR010013932019,SH,I
ASBR010014012018,SA,I
ASBR010014112017,SA,I
ASBR010014172017,APSA,I
ASBR010014182017,PSA,I
ASBR010014192017,PSA,I
ASBR010014202017,SH,I
ASBR010014222017,PSA,I
ASBR010014252017,PSA,I
ASBR010014282017,PSA,I
ASBR010014332018,PSA,I
ASBR010014342018,PSA,I
ASBR010014352018,PSA,I
ASBR010014352019,PSA,I
ASBR010014372019,PSA,I
ASBR010014412018,PSA,I
ASBR010014442015,PSA,I
ASBR010014452015,PSA,I
ASBR010014462015,PSA,I
ASBR010014482015,PSA,I
ASBR010014532018,APSA,I
ASBR010014652019,ASA,I
ASBR010014712018,PSA,I
ASBR010014802019,SA,I
ASBR010014812019,PSA,I
ASBR010014862019,SA,I
ASBR010014872019,PSA,I
ASBR010014922018,SA,I
ASBR010014952019,PSA,I
ASBR010014992017,SH,I
ASBR010014992019,PSA,I
ASBR010015012017,APSA,I
ASBR010015022017,SA,I
ASBR010015042017,APSA,I
ASBR010015082017,Not Available,Offence not known
ASBR010015112017,SH,I
ASBR010015222019,PSA,I
ASBR010015362019,PSA,I
ASBR010015822015,PSA,I
ASBR010015832015,PSA,I
ASBR010015872019,PSA,I
ASBR010015882019,PSA,I
ASDR010001302019,PSA,I
ASBR010016022019,PSA,I
ASBR010016472018,PSA,I
ASBR010016492019,Not Available,Offence not known
ASBR010016602019,Abetment of CP,II
ASBR010016612019,SA,I
ASBR010016902018,PSA,I
ASBR010016902019,PSA,I
ASBR010017082019,PSA,I
ASBR010017092016,PSA,I
ASBR010017102016,Abetment of CP,II
ASBR010017112016,Attempt to SA,II
ASBR010017132016,Abetment of CP,II
ASBR010017142016,Attempt to SA,II
ASBR010017152016,SA,I
ASDR010005092019,PSA,I
ASBR010017162016,PSA,I
ASBR010017172016,PSA,I
ASBR010017182016,PSA,I
ASBR010017192016,PSA,I
ASBR010017202016,PSA,I
ASBR010017212016,PSA,I
ASBR010017222016,PSA,I
ASBR010017232016,Abetment of CP,II
ASBR010017242016,PSA,I
ASBR010017252016,PSA,I
ASBR010017262016,PSA,I
ASBR010017272016,PSA,I
ASBR010017282016,SH,I
ASBR010017582018,APSA,I
ASBR010017292016,PSA,I
ASBR010017302016,PSA,I
ASBR010017512016,PSA,I
ASBR010017512018,Attempt to SA,II
ASBR010017522016,PSA,I
ASBR010017522018,Attempt to SA,II
ASBR010017532016,PSA,I
ASBR010017532018,PSA,I
ASBR010017542016,PSA,I
ASBR010017542018,PSA,I
ASBR010017552016,PSA,I
ASBR010017552018,APSA,I
ASBR010017562018,PSA,I
ASBR010017572018,APSA,I
ASBR010017592018,PSA,I
ASBR010017602016,PSA,I
ASBR010017632019,PSA,I
ASBR010017692016,PSA,I
ASBR010017742019,PSA,I
ASBR010017752019,PSA,I
ASBR010017832019,APSA,I
ASBR010017872018,PSA,I
ASBR010017892018,PSA,I
ASBR010017902018,PSA,I
ASBR010017912018,PSA,I
ASBR010018002019,PSA,I
ASBR010018022018,SH,I
ASBR010018032018,PSA,I
ASBR010018042018,APSA,I
ASBR010018052018,SA,I
ASBR010018062019,PSA,I
ASBR010018162018,SH,I
ASBR010018172018,Not Available,Offence not known
ASBR010018182018,PSA,I
ASBR010018192018,SH,I
ASBR010018572018,PSA,I
ASBR010018582018,PSA,I
ASBR010018592018,SH,I
ASBR010018602018,SA,I
ASBR010018612018,Abetment of SA,II
ASBR010018712018,PSA,I
ASBR010018822019,SA,I
ASBR010018942018,PSA,I
ASBR010019132019,PSA,I
ASBR010019142019,SA,I
ASBR010019382018,Not Available,Offence not known
ASBR010019392018,PSA,I
ASBR010019402018,PSA,I
ASBR010019412018,PSA,I
ASBR010019532019,APSA,I
ASBR010019572018,SA,I
ASBR010019702019,PSA,I
ASBR010019952019,PSA,I
ASBR010019962019,PSA,I
ASBR010020112019,PSA,I
ASBR010020122019,PSA,I
ASBR010020242019,PSA,I
ASBR010020482019,PSA,I
ASBR010020492019,SA,I
ASBR010020502019,Abetment of CP,II
ASBR010020792019,PSA,I
ASBR010020802019,PSA,I
ASBR010021412019,PSA,I
ASBR010021522019,PSA,I
ASBR010022062019,PSA,I
ASBR010022072019,PSA,I
ASBR010022112019,SA,I
ASBR010022132019,APSA,I
ASBR010022142019,PSA,I
ASBR010022282019,PSA,I
ASBR010022292019,SA,I
ASBR010022492019,PSA,I
ASBR010022502019,PSA,I
ASBR080000042016,PSA,I
ASBR080000122020,PSA,I
ASBR080000132020,PSA,I
ASBR080000222019,SH,I
ASBR080000282020,APSA,I
ASBR080000382019,PSA,I
ASBR080000572020,PSA,I
ASBR080000642020,PSA,I
ASBR080000712017,APSA,I
ASBR080000832018,PSA,I
ASBR080000862017,PSA,I
ASBR080000932018,PSA,I
ASBR080001002017,SA,I
ASBR080001152019,Attempt to SA,II
ASBR080001272017,PSA,I
ASBR080001442018,PSA,I
ASBR080001442019,SA,I
ASBR080001542018,PSA,I
ASBR080001592018,PSA,I
ASBR080001592019,PSA,I
ASBR080001602016,PSA,I
ASBR080001602017,APSA,I
ASBR080001652019,PSA,I
ASBR080001702016,APSA,I
ASBR080001752019,PSA,I
ASBR080001762019,PSA,I
ASBR080001832018,SH,I
ASBR080001842019,PSA,I
ASBR080001862018,SA,I
ASBR080001882016,PSA,I
ASBR080001962018,Not Available,Offence not known
ASBR080002112019,Not Available,Offence not known
ASBR080002122018,PSA,I
ASBR080002172018,PSA,I
ASBR080002302019,SA,I
ASBR080002612017,PSA,I
ASBR080002792018,Not Available,Offence not known
ASBR080002802018,Not Available,Offence not known
ASBR080002812018,PSA,I
ASBR080003042019,PSA,I
ASBR080003092019,PSA,I
ASBR080003242019,PSA,I
ASBR080003422018,PSA,I
ASBR080003542019,PSA,I
ASBR080003612018,PSA,I
ASBR080003622018,PSA,I
ASBR080003632018,PSA,I
ASBR080003712019,SA,I
ASBR080003802019,SH,I
ASCC010000062019,APSA,I
ASCC010000122018,SA,I
ASCC010000132018,APSA,I
ASCC010000142018,PSA,I
ASCC010000152018,APSA,I
ASCC010000222015,SA,I
ASCC010000292020,APSA,I
ASCC010000302020,APSA,I
ASCC010000322020,APSA,I
ASCC010000332020,PSA,I
ASCC010000342020,APSA,I
ASCC010000442018,APSA,I
ASCC010000622019,SH,I
ASCC010000922016,APSA,I
ASCC010001372019,PSA,I
ASCC010001402020,APSA,I
ASCC010001412020,APSA,I
ASCC010001432018,APSA,I
ASCC010001802017,PSA,I
ASCC010002242019,PSA,I
ASCC010002562017,APSA,I
ASCC010002612013,Not Available,Offence not known
ASCC010002652020,SA,I
ASCC010002662020,Abetment of SA + Storage of CP,II
ASCC010003272019,PSA,I
ASCC010003522017,APSA,I
ASCC010003622017,PSA,I
ASCC010003632017,APSA,I
ASCC010003662020,SA,I
ASCC010003672020,PSA,I
ASCC010003682020,PSA,I
ASCC010003692020,PSA,I
ASCC010003702020,PSA,I
ASCC010003832017,PSA,I
ASCC010003842016,APSA,I
ASCC010003892015,APSA,I
ASCC010003902019,SA,I
ASCC010003952013,Not Available,Offence not known
ASCC010003982020,SH,I
ASCC010003992020,PSA,I
ASCC010004002020,SA,I
ASCC010004012020,APSA,I
ASCC010006632018,PSA,I
ASCC010004022020,APSA,I
ASCC010004082018,SH,I
ASCC010004212018,PSA,I
ASCC010004412015,PSA,I
ASCC010004552018,PSA,I
ASCC010004582019,APSA,I
ASCC010004792015,APSA,I
ASCC010004842017,PSA,I
ASCC010004852017,APSA,I
ASCC010004912019,PSA,I
ASCC010005132019,PSA,I
ASCC010005192017,PSA,I
ASCC010005472017,PSA,I
ASCC010005502019,PSA,I
ASCC010005512019,SA,I
ASCC010005612018,PSA,I
ASCC010005652018,PSA,I
ASCC010005682016,SH,I
ASCC010005772018,PSA,I
ASCC010005852017,PSA,I
ASCC010006072017,PSA,I
ASCC010006222018,PSA,I
ASCC010006292018,APSA,I
ASCC010006332018,PSA,I
ASCC010006482017,PSA,I
ASCC010006622018,PSA,I
ASCC010006762016,APSA,I
ASCC010006812017,PSA,I
ASCC010006982016,PSA,I
ASCC010006982018,SA,I
ASCC010006992016,Attempt to SA,II
ASCC010006992018,APSA,I
ASCC010007072017,APSA,I
ASCC010007202017,SA,I
ASCC010007242019,SA,I
ASCC010007272019,PSA,I
ASCC010007282019,PSA,I
ASCC010007292019,SA,I
ASCC010015272015,PSA,I
ASCC010007302019,SA,I
ASCC010007312019,PSA,I
ASCC010007322019,SA,I
ASCC010007332019,SH,I
ASCC010007342019,PSA,I
ASCC010007522015,PSA,I
ASCC010007522017,APSA,I
ASCC010007562016,APSA,I
ASCC010007632016,PSA,I
ASCC010007712019,PSA,I
ASCC010007722019,PSA,I
ASCC010007732017,PSA,I
ASCC010007732019,SA,I
ASCC010007742019,APSA,I
ASCC010007752019,PSA,I
ASCC010007762019,PSA,I
ASCC010007772019,APSA,I
ASCC010007872019,APSA,I
ASCC010008102018,PSA,I
ASCC010008372016,PSA,I
ASCC010008412017,SA,I
ASCC010008422017,PSA,I
ASCC010008442019,PSA,I
ASCC010008452017,APSA,I
ASCC010008582017,SA,I
ASCC010008612015,APSA,I
ASCC010008622015,PSA,I
ASCC010008762018,PSA,I
ASCC010008762019,APSA,I
ASCC010008772019,SA,I
ASCC010008782019,Abetment of APSA,II
ASCC010008882017,PSA,I
ASCC010009082016,PSA,I
ASCC010009082017,PSA,I
ASCC010009412015,APSA,I
ASCC010009422015,SA,I
ASCC010009522015,APSA,I
ASCC010009542017,PSA,I
ASCC010009562018,Attempt to PSA,II
ASCC010009582014,PSA,I
ASCC010009732017,PSA,I
ASCC010009742017,PSA,I
ASCC010009812016,PSA,I
ASCC010009812018,PSA,I
ASCC010009822016,APSA,I
ASCC010009912019,PSA,I
ASCC010009992016,PSA,I
ASCC010010022017,PSA,I
ASCC010010382016,APSA,I
ASCC010010422019,SA,I
ASCC010010432017,PSA,I
ASCC010010432019,APSA,I
ASCC010010462016,PSA,I
ASDR010005102019,PSA,I
ASCC010010472016,APSA,I
ASCC010010482016,APSA,I
ASCC010010582015,SA,I
ASCC010010652018,SA,I
ASCC010010702016,APSA,I
ASCC010010712019,PSA,I
ASCC010010852018,PSA,I
ASCC010010952018,APSA,I
ASCC010011072017,PSA,I
ASCC010011202016,APSA,I
ASCC010011232017,APSA,I
ASCC010011552017,APSA,I
ASCC010011562017,SA,I
ASCC010011602018,SA,I
ASCC010011602019,SA,I
ASCC010011792016,APSA,I
ASCC010011832018,APSA,I
ASCC010011842018,APSA,I
ASCC010011862019,SH,I
ASCC010011872019,SA,I
ASCC010011972017,APSA,I
ASCC010012092018,PSA,I
ASCC010012142019,PSA,I
ASCC010012152019,SA,I
ASCC010012162019,PSA,I
ASCC010012232017,PSA,I
ASCC010012292016,APSA,I
ASCC010012302016,APSA,I
ASCC010012312016,APSA,I
ASCC010012362016,SA,I
ASCC010012452015,PSA,I
ASCC010012562017,PSA,I
ASCC010012682019,PSA,I
ASCC010012692017,APSA,I
ASCC010012742014,PSA,I
ASCC010012782017,SA,I
ASCC010013092016,APSA,I
ASCC010013162016,APSA,I
ASCC010013212018,APSA,I
ASCC010013252016,APSA,I
ASCC010013292019,PSA,I
ASCC010013322019,APSA,I
ASCC010013342019,APSA,I
ASCC010013362019,PSA,I
ASCC010013372019,APSA,I
ASCC010013492017,PSA,I
ASCC010013502017,APSA,I
ASCC010013552018,SA,I
ASCC010013692019,PSA,I
ASCC010013702016,PSA,I
ASCC010013732017,PSA,I
ASCC010013842014,APSA,I
ASCC010014042016,SA,I
ASCC010014202017,APSA,I
ASCC010014332019,PSA,I
ASCC010014342019,PSA,I
ASCC010014372017,APSA,I
ASCC010014552015,APSA,I
ASCC010014592017,APSA,I
ASCC010014722017,APSA,I
ASCC010014742016,PSA,I
ASCC010014762017,PSA,I
ASCC010014762019,PSA,I
ASCC010014862017,APSA,I
ASCC010014912017,PSA,I
ASCC010015022018,APSA,I
ASCC010015032015,SA,I
ASCC010015362019,PSA,I
ASCC010015372019,SA,I
ASCC010015382019,PSA,I
ASCC010015432019,APSA,I
ASCC010015442019,APSA,I
ASCC010015472019,APSA,I
ASCC010015602015,SA,I
ASCC010015712017,SA,I
ASCC010015812017,APSA,I
ASCC010015902017,SA,I
ASCC010015922015,PSA,I
ASCC010015932019,APSA,I
ASCC010016322016,APSA,I
ASCC010016582015,PSA,I
ASCC010018312019,SA,I
ASCC010016792016,PSA,I
ASCC010016832015,PSA,I
ASCC010016952018,APSA,I
ASCC010016972017,Abetment of CP,II
ASCC010017002017,PSA,I
ASCC010017302016,APSA,I
ASCC010017382019,SA,I
ASCC010017392019,PSA,I
ASCC010017502016,Attempt to PSA,II
ASCC010017502018,APSA,I
ASCC010017592016,SA,I
ASCC010017802018,PSA,I
ASCC010018172019,APSA,I
ASCC010018302019,PSA,I
ASCC010018322019,SA,I
ASCC010018742019,APSA,I
ASCC010019272019,APSA,I
ASCC010019282019,APSA,I
ASCC010019292019,APSA,I
ASCC010019302019,PSA,I
ASCC010019382019,PSA,I
ASCH010000022020,PSA,I
ASCH010000032019,APSA,I
ASCH010000042018,APSA,I
ASCH010000042019,SH,I
ASCH010000102017,PSA,I
ASCH010000132017,PSA,I
ASCH010000132018,APSA,I
ASCH010000172018,APSA,I
ASCH010000272018,APSA,I
ASCH010000292019,APSA,I
ASCH010000292020,APSA,I
ASCH010000362019,APSA,I
ASCH010000502019,APSA,I
ASCH010000522019,PSA,I
ASCH010000532016,PSA,I
ASCH010000552015,PSA,I
ASCH010000552016,PSA,I
ASCH010000582019,SA,I
ASCH010000582020,APSA,I
ASCH010000592019,APSA,I
ASCH010000622019,SA,I
ASCH010000662020,PSA,I
ASCH010000692018,APSA,I
ASCH010000802016,PSA,I
ASCH010000842018,APSA,I
ASCH010000872018,SA,I
ASCH010000882016,PSA,I
ASCH010000882018,ASA,I
ASCH010000942019,APSA,I
ASCH010000972015,SA,I
ASCH010000982015,SA,I
ASCH010001022018,APSA,I
ASCH010001092015,PSA,I
ASCH010001102017,SA,I
ASCH010001102018,APSA,I
ASCH010001112017,SA,I
ASCH010001122018,PSA,I
ASCH010001192016,PSA,I
ASCH010001242017,PSA,I
ASCH010001272016,PSA,I
ASCH010001422019,APSA,I
ASCH010001472019,ASA,I
ASCH010001562019,PSA,I
ASCH010001642019,APSA,I
ASCH040000222020,PSA,I
ASCH010001682017,APSA,I
ASCH010001682019,APSA,I
ASCH010001782018,APSA,I
ASCH010001832017,SH,I
ASCH010001872019,APSA,I
ASCH010001922019,APSA,I
ASCH010002042017,PSA,I
ASCH010002112018,SA,I
ASCH010002142017,APSA,I
ASCH010002142019,PSA,I
ASCH010002152017,SA,I
ASCH010002252019,SA,I
ASCH040000232020,APSA,I
ASCH040000332018,SA,I
ASCH010002402017,APSA,I
ASCH010002422017,PSA,I
ASCH010002452016,SA,I
ASCH010002462017,PSA,I
ASCH010002542019,PSA,I
ASCH010002552017,PSA,I
ASCH010002592017,PSA,I
ASCH010002602019,PSA,I
ASCH040000052020,ASA,I
ASCH040000132019,PSA,I
ASCH040000132020,PSA,I
ASCH040000142019,ASA,I
ASCH040000372020,APSA,I
ASCH040000522019,APSA,I
ASCH040000542019,SH,I
ASCH040000632019,Not Available,Offence not known
ASCH040000652018,ASA,I
ASCH040000812019,ASA,I
ASCH040000822019,SA,I
ASCH040001402018,SA,I
ASCH040001432018,SH,I
ASCH040001492019,Not Available,Offence not known
ASCH040001662019,APSA,I
ASCH040001682019,SA,I
ASCH040001732019,PSA,I
ASCH040001772019,SH,I
ASCH040002032018,SA,I
ASCH040002042019,APSA,I
ASCH040002472018,PSA,I
ASCH040003472018,APSA,I
ASCH040003642018,PSA,I
ASCH040003812018,SA,I
ASCH040004172018,PSA,I
ASCH040004432018,APSA,I
ASCH040004462018,APSA,I
ASCH040004672018,SA,I
ASCH040004692018,SA,I
ASDH010000082020,SA,I
ASDH010000092020,PSA,I
ASDH010000112020,PSA,I
ASDH010000142020,PSA,I
ASDH010000282020,SA,I
ASDR010000012018,PSA,I
ASDR010000052020,PSA,I
ASDR010000302017,APSA,I
ASDR010000322019,SA,I
ASDR010000332017,APSA,I
ASDR010000332019,PSA,I
ASDR010000342017,APSA,I
ASDR010000342019,SA,I
ASDR010000362019,APSA,I
ASDR010000412018,APSA,I
ASDR010000452016,PSA,I
ASDR010000602018,APSA,I
ASDR010000642020,PSA,I
ASDR010000652020,Not Available,Offence not known
ASDR010000662020,Not Available,Offence not known
ASDR010000672020,PSA,I
ASDR010000682020,ASA,I
ASDR010000692020,SH,I
ASDR010000792018,Not Available,Offence not known
ASDR010000932020,PSA,I
ASDR010000942020,Not Available,Offence not known
ASDR010000952020,PSA,I
ASDR010000962020,PSA,I
ASDR010000992015,SH,I
ASDR010001182018,PSA,I
ASDR010001312019,PSA,I
ASDR010001392015,Not Available,Offence not known
ASDR010001562018,APSA,I
ASDR010001802020,APSA,I
ASDR010001912018,PSA,I
ASDR010001952015,APSA,I
ASDR010002082019,PSA,I
